strain	clade
Iceland/329/2020	D
USA/WA-S44/2020	D
USA/WA-S45/2020	D
USA/WA-S46/2020	D
USA/WA-S5/2020	D
USA/WA-S51/2020	D
USA/WA-S52/2020	D
USA/WA-S55/2020	D
USA/WA-S6/2020	D
USA/WA-S61/2020	D
USA/WA-S66/2020	D
USA/WA-S79/2020	D
USA/WA-S82/2020	D
USA/WA-S84/2020	D
USA/WA-S85/2020	D
USA/WA-S91/2020	D
USA/WA-S92/2020	D
USA/WA-S93/2020	D
USA/WA-S98/2020	D
USA/WA-S99/2020	D
USA/WA-S59/2020	D
USA/WA-S65/2020	D
USA/WA-S71/2020	D
USA/WA-S72/2020	D
USA/WA-S80/2020	D
USA/WA-S64/2020	D
USA/WA-S87/2020	D
USA/WA-S81/2020	D
USA/WA-S49/2020	D
USA/WA-S70/2020	D
USA/WA-S86/2020	D
USA/WA-S50/2020	D
USA/WA-S54/2020	D
USA/WA-S47/2020	D
USA/WA-S48/2020	D
USA/WA-S7/2020	D
USA/WA-S94/2020	D
USA/WA-S95/2020	D
USA/WA-S96/2020	D
USA/WA-S97/2020	D
USA/WA-S77/2020	D
USA/WA-S83/2020	D
USA/WA-S60/2020	D
USA/WA-S89/2020	D
USA/WA-S90/2020	D
USA/WA-S76/2020	D
USA/WA-S67/2020	D
USA/WA-S68/2020	D
USA/WA-S78/2020	D
USA/WA-S8/2020	D
USA/WA-UW-1700/2020	D
USA/WA-UW-1822/2020	D
USA/WA-UW-1718/2020	D
USA/WA-UW-1415/2020	G
USA/WA-UW-1425/2020	G
USA/WA-UW-1435/2020	G
USA/WA-UW-1697/2020	G
USA/WA-UW-1748/2020	G
USA/WA-UW-1733/2020	G
USA/WA-UW-1595/2020	G
USA/WA-UW-1306/2020	G
USA/WA-UW-1620/2020	G
USA/WA-UW-1436/2020	G
USA/WA-UW-1661/2020	G
USA/WA-UW-1353/2020	G
USA/WA-UW-1470/2020	G
USA/WA-UW-1471/2020	G
USA/WA-UW-1561/2020	G
USA/WA-UW-1865/2020	G
USA/WA-UW-1739/2020	G
USA/WA-UW-1715/2020	G
USA/WA-UW-1724/2020	G
USA/WA-UW-1728/2020	G
USA/WA-UW-1797/2020	G
USA/WA-UW-1762/2020	G
USA/WA-UW-1831/2020	G
USA/WA-UW-1712/2020	G
USA/WA-UW-1570/2020	G
USA/WA-UW-1576/2020	G
USA/WA-UW-1640/2020	G
USA/WA-UW-1680/2020	G
USA/WA-UW-1675/2020	G
USA/WA-UW-1774/2020	G
USA/WA-UW-1716/2020	G
USA/WA-UW-1593/2020	G
USA/WA-UW-1433/2020	G
USA/WA-UW-1770/2020	G
USA/WA-UW-1750/2020	G
USA/WA-UW-1644/2020	G
USA/WA-UW-1440/2020	G
USA/WA-UW-1422/2020	G
USA/WA-UW-1864/2020	G
USA/WA-UW-1796/2020	G
USA/WA-UW-1827/2020	G
USA/WA-UW-1616/2020	G
USA/WA-UW-1652/2020	G
USA/WA-UW-1329/2020	G
USA/WA-UW-1608/2020	G
USA/WA-UW-1726/2020	G
USA/WA-UW-1269/2020	G
USA/WA-UW-1552/2020	G
USA/WA-UW-1698/2020	G
USA/WA-UW-1779/2020	G
USA/WA-UW-1574/2020	G
USA/WA-UW-1297/2020	D
USA/WA-UW-1300/2020	D
USA/WA-UW-1349/2020	D
USA/WA-UW-1320/2020	D
USA/WA-UW-1448/2020	D
USA/WA-UW-1578/2020	D
USA/WA-UW-1587/2020	D
USA/WA-UW-1825/2020	D
USA/WA-UW-1334/2020	D
USA/WA-UW-1327/2020	D
USA/WA-UW-1846/2020	D
USA/WA-UW-1702/2020	D
USA/WA-UW-1860/2020	D
USA/WA-UW-1562/2020	D
USA/WA-UW-1599/2020	D
USA/WA-UW-1581/2020	D
USA/WA-UW-1744/2020	D
USA/WA-UW-1684/2020	D
USA/WA-UW-1695/2020	D
USA/WA-UW-1426/2020	D
USA/WA-UW-1735/2020	D
USA/WA-UW-1756/2020	D
USA/WA-UW-1591/2020	D
USA/WA-UW-1729/2020	D
USA/WA-UW-1362/2020	D
USA/WA-UW-1760/2020	D
USA/WA-UW-1304/2020	D
USA/WA-UW-1843/2020	D
USA/WA-UW-1785/2020	D
USA/WA-UW-1850/2020	D
USA/WA-UW-1863/2020	D
USA/WA-UW-1828/2020	D
USA/WA-UW-1315/2020	D
USA/WA-UW-1765/2020	D
USA/WA-UW-1342/2020	G
USA/WA-UW-1677/2020	G
USA/WA-UW-1575/2020	G
USA/WA-UW-1826/2020	G
USA/WA-UW-1670/2020	D
USA/WA-UW-1709/2020	D
USA/WA-UW-1427/2020	D
USA/WA-UW-1314/2020	D
USA/WA-UW-1588/2020	D
USA/WA-UW-1824/2020	G
USA/WA-UW-1465/2020	D
USA/WA-UW-1659/2020	G
USA/WA-UW-1858/2020	G
Switzerland/42175075/2020	G
Switzerland/42169171/2020	G
Switzerland/42169310/2020	G
Switzerland/42170345/2020	G
Switzerland/42174724/2020	G
Switzerland/42175213/2020	G
Switzerland/42175220/2020	G
Switzerland/42169471/2020	G
Switzerland/1000477796/2020	G
Switzerland/1000477806/2020	G
Spain/VH198152683/2020	G
Spain/VH000001133/2020	G
Spain/Valencia1/2020	G
Switzerland/1000477757/2020	G
Spain/Madrid201738/2020	D
Spain/Valencia11/2020	D
Spain/Valencia53/2020	D
Spain/Valencia92/2020	D
Spain/Valencia94/2020	D
Spain/Madrid_H12_1301/2020	G
Spain/Madrid_H12_2006/2020	G
Spain/Valencia42/2020	G
Spain/Valencia82/2020	G
Spain/Valencia91/2020	G
Spain/Valencia49/2020	G
Spain/Madrid_H12_2107/2020	G
Spain/Valencia96/2020	G
Spain/Madrid_H12_1502/2020	G
Spain/Valencia80/2020	G
Spain/Madrid_H12_2309/2020	other
Spain/Valencia13/2020	G
Spain/Valencia43/2020	G
Spain/Valencia16/2020	G
Spain/Valencia48/2020	G
Spain/Valencia63/2020	G
Spain/Valencia87/2020	G
Spain/Valencia50/2020	G
Spain/Valencia65/2020	G
Spain/Valencia66/2020	G
Spain/Valencia75/2020	G
Spain/Valencia83/2020	G
Spain/Valencia17/2020	G
Spain/Valencia44/2020	G
Spain/Valencia64/2020	G
Spain/Valencia77/2020	G
Spain/Valencia86/2020	G
Spain/Valencia88/2020	G
Spain/Valencia85/2020	G
Spain/Valencia76/2020	G
Spain/Valencia69/2020	G
Spain/Valencia97/2020	G
Spain/Madrid_H12_1905/2020	G
Spain/Madrid_H12_1804/2021	G
Spain/Madrid_H12_2410/2020	G
Spain/Valencia47/2020	G
Spain/Valencia41/2020	G
Sweden/RV-FOI-6/2020	G
Spain/Valencia52/2020	G
Spain/Valencia99/2020	G
Spain/Madrid_H12_1703/2020	G
Spain/Valencia46/2020	G
Spain/Valencia40/2020	G
Spain/Valencia25/2020	G
Spain/Valencia90/2020	G
Spain/Valencia45/2020	G
Spain/Valencia7/2020	G
Spain/Valencia78/2020	G
Spain/Valencia98/2020	G
Spain/Valencia81/2020	G
Spain/Valencia79/2020	G
Spain/Madrid_H12_2208/2020	G
Spain/Valencia51/2020	G
Spain/Valencia84/2020	G
Spain/PaisVasco201382/2020	D
Spain/PaisVasco201602/2020	D
Spain/PaisVasco201607/2020	D
Spain/PaisVasco201493/2020	D
Spain/Valencia12/2020	D
Spain/Valencia18/2020	D
Spain/Valencia22/2020	D
Spain/Valencia27/2020	D
Spain/Valencia3/2020	D
Spain/Valencia32/2020	D
Spain/Valencia37/2020	D
Spain/Valencia39/2020	D
Spain/Valencia5/2020	D
Spain/Valencia55/2020	D
Spain/Valencia57/2020	D
Spain/Valencia60/2020	D
Spain/Valencia61/2020	D
Spain/Valencia62/2020	D
Spain/Valencia8/2020	D
Spain/Valencia89/2020	D
Spain/Valencia93/2020	D
Spain/Valencia23/2020	D
Spain/Valencia4/2020	D
Spain/Valencia54/2020	D
Spain/Valencia56/2020	D
Spain/Valencia58/2020	D
Spain/Valencia59/2020	D
Spain/Valencia70/2020	D
Spain/Valencia15/2020	D
Spain/Valencia21/2020	D
Spain/Valencia26/2020	D
Spain/Valencia6/2020	D
Spain/Valencia72/2020	D
Spain/Valencia73/2020	D
Spain/Valencia74/2020	D
Spain/Valencia19/2020	D
Spain/Valencia14/2020	D
Spain/Valencia24/2020	D
Spain/Valencia95/2020	D
Spain/Valencia28/2020	D
Spain/Valencia31/2020	D
Spain/Valencia33/2020	D
Spain/Valencia38/2020	D
Spain/Valencia36/2020	D
Spain/Valencia71/2020	D
Spain/Valencia30/2020	D
Spain/Valencia68/2020	D
Spain/Valencia35/2020	D
Spain/Madrid_H10_39/2020	G
Spain/Madrid_H3_10/2020	G
Spain/Madrid_H11_40/2020	G
Spain/Madrid_LP12_21/2020	G
Spain/Madrid_LP15_4/2020	G
Spain/Madrid_H5_34/2020	G
Spain/Madrid_H7_36/2020	G
Spain/Madrid_H8_37/2020	G
Spain/Madrid_LP10_12/2020	G
Spain/Madrid_H2_16/2020	D
Spain/Madrid_LP14_3/2020	D
Spain/Madrid_R10_33/2020	D
Spain/Madrid_R2_15/2020	D
Spain/Madrid_R5_8/2020	D
Spain/Madrid_H9_38/2020	D
Spain/Valencia2/2020	D
Spain/Valencia29/2020	D
Spain/Valencia34/2020	D
Spain/Valencia20/2020	D
Spain/Valencia67/2020	D
Switzerland/1000477797/2020	G
Switzerland/1000477377/2020	G
Sweden/01/2020	D
Spain/Madrid201709/2020	G
Switzerland/1000477102/2020	D
Sweden/RV-FOI-1/2020	D
Sweden/RV-FOI-4/2020	G
Spain/Valencia10/2020	D
Spain/Valencia9/2020	D
USA/WA-UW-2203/2020	D
USA/WA-UW-1968/2020	D
USA/WA-UW-1944/2020	D
USA/WA-UW-1984/2020	D
USA/WA-UW-1986/2020	D
USA/WA-UW121/2020	D
USA/WA-UW105/2020	D
USA/WA-UW-2193/2020	D
USA/WA-UW-3814/2020	D
USA/WA-UW-4217/2020	D
USA/WA-UW103/2020	D
USA/WA-UW-3850/2020	D
USA/WA-UW118/2020	D
USA/WA-UW114/2020	D
USA/WA-UW101/2020	D
USA/WA-UW111/2020	D
USA/WA-UW128/2020	D
USA/WA-UW125/2020	D
USA/WA-UW131/2020	D
USA/WA-UW129/2020	D
USA/WA-UW106/2020	D
USA/WA-UW126/2020	D
USA/WA-UW-3908/2020	D
USA/WA-UW-3834/2020	D
USA/WA-UW-3858/2020	D
USA/WA-UW124/2020	D
USA/WA-UW-2249/2020	D
USA/WA-UW107/2020	D
USA/WA-UW-3815/2020	D
USA/WA-UW-3895/2020	D
USA/WA-UW-3816/2020	D
USA/WA-UW127/2020	D
USA/WA-UW-1988/2020	D
USA/WA-UW-2247/2020	D
USA/WA-UW102/2020	D
USA/WA-UW-3917/2020	D
USA/WA-UW-3959/2020	D
USA/WA-UW-4039/2020	D
USA/WA-UW-3900/2020	D
USA/WA-UW113/2020	D
USA/WA-UW-4281/2020	D
USA/WA-UW139/2020	D
USA/WA-UW-3940/2020	D
USA/WA-UW143/2020	D
USA/WA-UW-1920/2020	D
USA/WA-UW112/2020	D
USA/WA-UW-2181/2020	D
USA/WA-UW108/2020	D
USA/WA-UW-1874/2020	G
USA/WA-UW-2009/2020	G
USA/WA-UW-3883/2020	G
USA/WA-UW-4227/2020	G
USA/WA-UW-3889/2020	G
USA/WA-UW-1888/2020	G
USA/WA-UW-2074/2020	G
USA/WA-UW-1994/2020	G
USA/WA-UW-2132/2020	G
USA/WA-UW-2100/2020	G
USA/WA-UW-1879/2020	G
USA/WA-UW-4315/2020	G
USA/WA-UW122/2020	G
USA/WA-UW-4500/2020	G
USA/WA-UW-3819/2020	G
USA/WA-UW-2149/2020	G
USA/WA-UW-2240/2020	G
USA/WA-UW-2208/2020	G
USA/WA-UW-2215/2020	G
USA/WA-UW-3939/2020	G
USA/WA-UW-4499/2020	G
USA/WA-UW-3911/2020	G
USA/WA-UW110/2020	G
USA/WA-UW-1890/2020	G
USA/WA-UW-1956/2020	G
USA/WA-UW-1921/2020	G
USA/WA-UW-3986/2020	G
USA/WA-UW-1928/2020	G
USA/WA-UW-2179/2020	G
USA/WA-UW-4324/2020	G
USA/WA-UW-2108/2020	G
USA/WA-UW-2169/2020	G
USA/WA-UW-4404/2020	G
USA/WA-UW136/2020	G
USA/WA-UW-3871/2020	G
USA/WA-UW-4322/2020	G
USA/WA-UW-3903/2020	G
USA/WA-UW-3964/2020	G
USA/WA-UW140/2020	G
USA/WA-UW-4197/2020	G
USA/WA-UW-3932/2020	G
USA/WA-UW-2146/2020	G
USA/WA-UW-4316/2020	G
USA/WA-UW-4326/2020	G
USA/WA-UW-1907/2020	G
USA/WA-UW-4291/2020	G
USA/WA-UW-1998/2020	G
USA/WA-UW-2078/2020	G
USA/WA-UW-3996/2020	G
USA/WA-UW-4068/2020	G
USA/WA-UW-2145/2020	G
USA/WA-UW117/2020	G
USA/WA-UW-2212/2020	G
USA/WA-UW-4180/2020	G
USA/WA-UW-2244/2020	G
USA/WA-UW-3963/2020	G
USA/WA-UW-3923/2020	G
USA/WA-UW-3942/2020	G
USA/WA-UW-3941/2020	G
USA/WA-UW-2232/2020	G
USA/WA-UW-2234/2020	G
USA/WA-UW-3989/2020	G
USA/WA-UW-3935/2020	G
USA/WA-UW-4406/2020	G
USA/WA-UW-1877/2020	G
USA/WA-UW-2219/2020	G
USA/WA-UW-2016/2020	G
USA/WA-UW-2253/2020	G
USA/WA-UW-4035/2020	G
USA/WA-UW-3990/2020	G
USA/WA-UW-4038/2020	G
USA/WA-UW-4082/2020	G
USA/WA-UW-1963/2020	G
USA/WA-UW-2140/2020	G
USA/WA-UW-2131/2020	G
USA/WA-UW-4109/2020	G
USA/WA-UW-3983/2020	G
USA/WA-UW-3997/2020	G
USA/WA-UW-1965/2020	G
USA/WA-UW-3988/2020	G
USA/WA-UW-4105/2020	G
USA/WA-UW-1880/2020	G
USA/WA-UW-1977/2020	G
USA/WA-UW138/2020	G
USA/WA-UW-3829/2020	G
USA/WA-UW-1947/2020	G
USA/WA-UW-3844/2020	G
USA/WA-UW-4370/2020	G
USA/WA-UW-2235/2020	G
USA/WA-UW-2180/2020	G
USA/WA-UW-2228/2020	D
USA/WA-UW-3832/2020	G
USA/WA-UW-4337/2020	G
USA/WA-UW-4228/2020	G
USA/WA-UW-4329/2020	G
USA/WA-UW-2186/2020	G
USA/WA-UW-3841/2020	D
USA/WA-UW-2238/2020	G
USA/WA-UW134/2020	G
USA/WA-UW-2105/2020	G
USA/WA-UW-3992/2020	D
USA/WA-UW-4130/2020	G
Australia/VIC273/2020	G
Australia/VIC337/2020	G
Australia/VIC219/2020	G
Australia/VIC284/2020	G
Australia/VIC321/2020	G
Australia/VIC247/2020	G
Australia/VIC271/2020	G
Australia/VIC220/2020	G
Australia/VIC263/2020	G
Australia/VIC31/2020	G
Australia/VIC270/2020	G
Australia/VIC180/2020	D
Australia/VIC327/2020	D
Australia/VIC183/2020	G
Australia/VIC197/2020	G
Australia/VIC239/2020	G
Australia/VIC226/2020	G
Australia/VIC310/2020	G
Australia/VIC324/2020	G
Australia/VIC238/2020	G
Australia/VIC353/2020	G
Australia/VIC240/2020	G
Australia/VIC249/2020	G
Australia/VIC334/2020	G
Australia/VIC333/2020	G
Australia/VIC366/2020	G
Australia/VIC311/2020	G
Australia/VIC269/2020	G
Australia/VIC184/2020	G
Australia/VIC258/2020	G
Australia/VIC287/2020	G
Australia/VIC308/2020	G
Australia/VIC210/2020	G
Australia/VIC217/2020	G
Australia/VIC286/2020	G
Australia/VIC254/2020	G
Australia/VIC198/2020	G
Australia/VIC320/2020	G
Australia/VIC207/2020	G
Australia/VIC292/2020	G
Australia/VIC259/2020	G
Australia/VIC211/2020	G
Australia/VIC278/2020	G
Australia/VIC279/2020	G
Australia/VIC289/2020	G
Australia/VIC323/2020	G
Australia/VIC224/2020	G
Australia/VIC341/2020	G
Australia/VIC178/2020	G
Australia/VIC252/2020	G
Australia/VIC363/2020	G
Australia/VIC302/2020	G
Australia/VIC312/2020	G
Australia/VIC191/2020	G
Australia/VIC29/2020	G
Australia/VIC175/2020	G
Australia/VIC201/2020	G
Australia/VIC345/2020	G
Australia/VIC267/2020	G
Australia/VIC248/2020	G
Australia/VIC234/2020	G
Australia/VIC275/2020	G
Australia/VIC300/2020	G
Australia/VIC22/2020	G
Australia/VIC206/2020	G
Australia/VIC261/2020	G
Australia/VIC243/2020	G
Australia/VIC202/2020	G
Australia/VIC360/2020	G
Australia/VIC195/2020	G
Australia/VIC185/2020	G
Australia/VIC170/2020	G
Australia/VIC264/2020	G
Australia/VIC343/2020	G
Australia/VIC339/2020	G
Australia/VIC356/2020	G
Australia/VIC362/2020	G
Australia/VIC297/2020	G
Australia/VIC361/2020	G
Australia/VIC346/2020	G
Australia/VIC348/2020	G
Australia/VIC354/2020	G
Australia/VIC227/2020	G
Australia/VIC230/2020	G
Australia/VIC171/2020	D
Australia/VIC172/2020	D
Australia/VIC18/2020	D
Australia/VIC186/2020	D
Australia/VIC187/2020	D
Australia/VIC332/2020	D
Australia/VIC21/2020	D
Australia/VIC301/2020	D
Australia/VIC328/2020	D
Australia/VIC36/2020	D
Australia/VIC305/2020	D
Australia/VIC325/2020	D
Australia/VIC344/2020	D
Australia/VIC322/2020	D
Australia/VIC176/2020	D
Australia/VIC326/2020	D
Australia/VIC223/2020	D
Australia/VIC280/2020	D
Australia/VIC290/2020	D
Australia/VIC203/2020	D
Australia/VIC218/2020	D
Australia/VIC194/2020	D
Australia/VIC262/2020	D
Australia/VIC294/2020	D
Australia/VIC272/2020	D
Australia/VIC30/2020	D
Australia/VIC314/2020	D
Australia/VIC177/2020	D
Australia/VIC204/2020	D
Australia/VIC20/2020	D
Australia/VIC205/2020	D
Australia/VIC225/2020	D
Australia/VIC316/2020	D
Australia/VIC241/2020	D
Australia/VIC265/2020	D
Australia/VIC317/2020	D
Australia/VIC364/2020	D
Australia/VIC288/2020	D
Australia/VIC365/2020	D
Australia/VIC355/2020	D
Australia/VIC222/2020	D
Australia/VIC359/2020	D
Australia/VIC24/2020	D
Australia/VIC232/2020	D
Australia/VIC304/2020	D
Australia/VIC244/2020	D
Australia/VIC277/2020	D
Australia/VIC351/2020	D
Australia/VIC367/2020	D
Australia/VIC188/2020	D
Australia/VIC231/2020	D
Australia/VIC251/2020	D
Australia/VIC276/2020	D
Australia/VIC19/2020	D
Australia/VIC179/2020	D
Australia/VIC215/2020	D
Australia/VIC33/2020	D
Australia/VIC330/2020	D
Australia/VIC32/2020	D
Australia/VIC27/2020	D
Australia/VIC350/2020	D
Australia/VIC338/2020	D
Australia/VIC221/2020	G
Australia/VIC313/2020	D
Australia/VIC291/2020	G
Australia/VIC340/2020	G
USA/NY-NYUMC23/2020	D
USA/NY-NYUMC210/2020	D
USA/NY-NYUMC36/2020	D
USA/NY-NYUMC188/2020	D
USA/NY-NYUMC213/2020	G
USA/NY-NYUMC54/2020	G
USA/NY-NYUMC71/2020	G
USA/NY-NYUMC90/2020	G
USA/NY-NYUMC75/2020	G
USA/NY-NYUMC4/2020	G
USA/NY-NYUMC69/2020	G
USA/NY-NYUMC70/2020	G
USA/NY-NYUMC67/2020	G
USA/NY-NYUMC177/2020	G
USA/NY-NYUMC178/2020	G
USA/NY-NYUMC179/2020	G
USA/NY-NYUMC189/2020	G
USA/NY-NYUMC2/2020	G
USA/NY-NYUMC202/2020	G
USA/NY-NYUMC239/2020	G
USA/NY-NYUMC53/2020	G
USA/NY-NYUMC55/2020	G
USA/NY-NYUMC56/2020	G
USA/NY-NYUMC78/2020	G
USA/NY-NYUMC85/2020	G
USA/NY-NYUMC87/2020	G
USA/NY-NYUMC29/2020	G
USA/NY-NYUMC21/2020	G
USA/NY-NYUMC8/2020	G
USA/NY-NYUMC197/2020	G
USA/NY-NYUMC222/2020	G
USA/NY-NYUMC65/2020	G
USA/NY-NYUMC196/2020	G
USA/NY-NYUMC237/2020	G
USA/NY-NYUMC198/2020	G
USA/NY-NYUMC61/2020	G
USA/NY-NYUMC226/2020	G
USA/NY-NYUMC183/2020	G
USA/NY-NYUMC33/2020	G
USA/NY-NYUMC76/2020	G
USA/NY-NYUMC199/2020	G
USA/NY-NYUMC68/2020	G
USA/NY-NYUMC57/2020	G
USA/NY-NYUMC63/2020	G
USA/NY-NYUMC48/2020	G
USA/NY-NYUMC64/2020	G
USA/NY-NYUMC26/2020	G
USA/NY-NYUMC18/2020	G
USA/NY-NYUMC72/2020	G
USA/NY-NYUMC180/2020	G
USA/NY-NYUMC28/2020	G
USA/NY-NYUMC22/2020	G
USA/NY-NYUMC86/2020	G
USA/NY-NYUMC181/2020	G
USA/NY-NYUMC215/2020	G
USA/NY-NYUMC3/2020	G
USA/NY-NYUMC51/2020	G
USA/NY-NYUMC32/2020	G
USA/NY-NYUMC34/2020	G
USA/NY-NYUMC217/2020	G
USA/NY-NYUMC220/2020	G
USA/NY-NYUMC221/2020	G
USA/NY-NYUMC236/2020	G
USA/NY-NYUMC19/2020	G
USA/NY-NYUMC7/2020	G
USA/NY-NYUMC9/2020	G
USA/NY-NYUMC228/2020	G
USA/NY-NYUMC185/2020	G
USA/NY-NYUMC214/2020	G
USA/NY-NYUMC43/2020	G
USA/NY-NYUMC187/2020	G
USA/NY-NYUMC195/2020	G
USA/NY-NYUMC204/2020	G
USA/NY-NYUMC223/2020	G
USA/NY-NYUMC242/2020	G
USA/NY-NYUMC73/2020	G
USA/NY-NYUMC224/2020	G
USA/NY-NYUMC227/2020	G
USA/NY-NYUMC240/2020	G
USA/NY-NYUMC96/2020	G
USA/NY-NYUMC194/2020	G
USA/NY-NYUMC93/2020	G
USA/NY-NYUMC44/2020	G
USA/NY-NYUMC201/2020	G
USA/NY-NYUMC230/2020	G
USA/NY-NYUMC89/2020	G
USA/NY-NYUMC191/2020	G
USA/NY-NYUMC182/2020	G
USA/NY-NYUMC81/2020	G
USA/NY-NYUMC232/2020	G
USA/NY-NYUMC91/2020	G
USA/NY-NYUMC233/2020	G
USA/NY-NYUMC77/2020	G
USA/NY-NYUMC45/2020	G
USA/NY-NYUMC60/2020	G
USA/NY-NYUMC42/2020	G
USA/NY-NYUMC207/2020	G
USA/NY-NYUMC211/2020	G
USA/NY-NYUMC88/2020	G
USA/NY-NYUMC192/2020	G
USA/NY-NYUMC184/2020	G
USA/NY-NYUMC208/2020	G
USA/NY-NYUMC216/2020	G
USA/NY-NYUMC238/2020	G
USA/NY-NYUMC209/2020	G
USA/NY-NYUMC25/2020	G
USA/NY-NYUMC30/2020	G
USA/NY-NYUMC203/2020	G
USA/NY-NYUMC46/2020	G
USA/NY-NYUMC66/2020	G
USA/NY-NYUMC82/2020	G
USA/NY-NYUMC5/2020	G
USA/NY-NYUMC231/2020	G
USA/NY-NYUMC49/2020	G
USA/NY-NYUMC193/2020	G
USA/NY-NYUMC52/2020	G
USA/NY-NYUMC39/2020	G
USA/NY-NYUMC62/2020	G
USA/NY-NYUMC27/2020	G
USA/NY-NYUMC92/2020	G
USA/NY-NYUMC219/2020	G
USA/NY-NYUMC229/2020	G
USA/NY-NYUMC74/2020	G
USA/NY-NYUMC79/2020	G
USA/NY-NYUMC80/2020	G
USA/NY-NYUMC94/2020	G
USA/NY-NYUMC186/2020	G
USA/NY-NYUMC206/2020	G
USA/NY-NYUMC225/2020	G
USA/NY-NYUMC212/2020	G
USA/NY-NYUMC218/2020	G
USA/NY-NYUMC241/2020	G
USA/NY-NYUMC50/2020	G
USA/NY-NYUMC59/2020	G
USA/NY-NYUMC234/2020	G
USA/NY-NYUMC38/2020	G
USA/NY-NYUMC200/2020	G
USA/NY-NYUMC235/2020	G
USA/NY-NYUMC35/2020	D
USA/NY-NYUMC37/2020	D
USA/NY-NYUMC40/2020	D
USA/NY-NYUMC41/2020	G
USA/NY-NYUMC58/2020	G
USA/NY-NYUMC31/2020	D
USA/NY-NYUMC47/2020	D
USA/NY-NYUMC205/2020	G
USA/NY-NYUMC190/2020	G
USA/NY-NYUMC95/2020	D
USA/NY-NYUMC24/2020	D
USA/NY-NYUMC20/2020	G
Canada/BC_0443574/2020	D
Canada/BC_0554880/2020	D
Canada/BC_1318414/2020	D
Canada/BC_3808524/2020	D
Canada/BC_3989992/2020	D
Canada/BC_3842755/2020	D
Canada/BC_6981299/2020	D
Canada/BC_3968175/2020	D
Canada/BC_3972884/2020	D
Canada/BC_4118226/2020	D
Canada/BC_4540462/2020	D
Canada/BC_7277381/2020	D
Canada/BC_4122951/2020	D
Canada/BC_41851/2020	D
Canada/BC_64686/2020	D
Canada/BC_4799711/2020	D
Canada/BC_6502001/2020	D
Brazil/MG0108/2020	G
Canada/BC_5306970/2020	G
Canada/BC_6129127/2020	G
Canada/BC_6004567/2020	G
Canada/BC_5275718/2020	G
Canada/BC_5979789/2020	G
Brazil/RJ0118/2020	G
Canada/BC_6404889/2020	G
Canada/BC_7515663/2020	G
Brazil/SP0104/2020	G
Brazil/SP0105/2020	G
Canada/BC_6997898/2020	G
Canada/BC_7553799/2020	G
Canada/BC_5522039/2020	G
Canada/BC_6489864/2020	G
Brazil/MG0112/2020	G
Canada/BC_02421/2020	D
Canada/BC_4078583/2020	D
Canada/BC_37_0-2/2020	D
Canada/BC_17397/2020	D
Canada/BC_69243/2020	D
Brazil/MG0102/2020	D
Brazil/SPBR-02/2020	D
Belgium/VDLH-030548/2020	G
Belgium/VHRA-030644/2020	G
Belgium/WAM-030676/2020	G
Belgium/WWM-030665/2020	G
Brazil/SPBR-03/2020	G
Brazil/SPBR-04/2020	G
Brazil/SPBR-07/2020	G
Brazil/SPBR-08/2020	G
Brazil/SPBR-05/2020	G
Brazil/SPBR-09/2020	G
Brazil/SPBR-13/2020	G
Brazil/SPBR-11/2020	D
Brazil/SPBR-10/2020	D
Brazil/DFBR-0001/2020	G
Brazil/SPBR-12/2020	G
Belgium/UM-0318103/2020	G
Belgium/VD-0318102/2020	G
Belgium/VL-0318104/2020	G
Belgium/VNP-0320107/2020	G
Belgium/UNJP-0324125/2020	G
Belgium/VMC-030695/2020	G
Belgium/VHC-030655/2020	G
Belgium/VF-030562/2020	G
Belgium/VJP-030463/2020	G
Belgium/VPMV-0325153/2020	G
Belgium/VT-0325143/2020	G
Belgium/VWJM-0324136/2020	G
Belgium/ZF-0325152/2020	G
Brazil/SPBR-14/2020	G
Belgium/VHV-0324118/2020	D
Belgium/VRJM-0323114/2020	D
Belgium/VAG-03013/2020	G
Belgium/VLM-03011/2020	G
Belgium/VGA-030672/2020	G
Belgium/VRAR-030643/2020	G
Belgium/ULG-8541/2020	G
Belgium/ULG-9572/2020	G
Belgium/ULG-8578/2020	G
Belgium/ULG-8715/2020	G
Belgium/ULG-9641/2020	G
Belgium/ULG-8808/2020	G
Belgium/ULG-8617/2020	G
Belgium/ULG-9694/2020	G
Belgium/ULG-9732/2020	G
Belgium/ULG-9620/2020	G
Belgium/ULG-8595/2020	G
Belgium/ULG-8664/2020	G
Belgium/ULG-8810/2020	G
Belgium/ULG-9647/2020	G
Belgium/ULG-9725/2020	G
Belgium/ULG-9739/2020	G
Belgium/ULG-9558/2020	G
Belgium/ULG-9716/2020	G
Belgium/ULG-9619/2020	G
Belgium/ULG-9617/2020	G
Belgium/ULG-9618/2020	G
Belgium/ULG-9738/2020	G
Belgium/ULG-9715/2020	G
Belgium/ULG-8634/2020	G
Belgium/ULG-8543/2020	G
Belgium/ULG-9714/2020	G
Belgium/ULG-9634/2020	G
Belgium/ULG-9735/2020	G
Belgium/ULG-9741/2020	G
Belgium/ULG-9742/2020	G
Belgium/ULG-9751/2020	G
Belgium/ULG-9719/2020	G
Brazil/RJ-477/2020	G
Belgium/UMF-03025/2020	G
Belgium/VS-030542/2020	G
Belgium/VLG-0325162/2020	G
Belgium/VM-0325171/2020	G
Brazil/BA-312/2020	G
